# Rating [kW],Rotor Diam [m],Blade Mass Exp,Shear Exp,Wind Vel [m/s],TCC [USD/kW],AEP [kWh/yr]
3.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,7.000000000000000000e+00,4.699480279901606536e+02,7.417796209128610790e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,8.000000000000000000e+00,4.699480279901606536e+02,9.410735062220420688e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,9.000000000000000000e+00,4.699480279901606536e+02,1.110587956973266788e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,1.000000000000000000e+01,4.699480279901606536e+02,1.241928625369874761e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,1.100000000000000000e+01,4.699480279901606536e+02,1.333071693294135481e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,5.000000000000000000e+00,4.894673282723186389e+02,2.652514911364316475e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,6.000000000000000000e+00,4.894673282723186389e+02,4.460490099907663651e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,7.000000000000000000e+00,4.894673282723186389e+02,6.450702256875830702e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,8.000000000000000000e+00,4.894673282723186389e+02,8.402184452764550224e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,9.000000000000000000e+00,4.894673282723186389e+02,1.015549424628433399e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,1.000000000000000000e+01,4.894673282723186389e+02,1.161015664942116104e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,1.100000000000000000e+01,4.894673282723186389e+02,1.271863736423277855e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,5.000000000000000000e+00,4.894673282723186389e+02,2.938179549497525673e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,6.000000000000000000e+00,4.894673282723186389e+02,4.862282424233929254e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,7.000000000000000000e+00,4.894673282723186389e+02,6.928737069651616737e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,8.000000000000000000e+00,4.894673282723186389e+02,8.907119166370343417e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,9.000000000000000000e+00,4.894673282723186389e+02,1.063852452490967512e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,1.000000000000000000e+01,4.894673282723186389e+02,1.202938746009577624e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,1.100000000000000000e+01,4.894673282723186389e+02,1.304456846861263551e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,5.000000000000000000e+00,4.894673282723186389e+02,3.245544197800020687e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,6.000000000000000000e+00,4.894673282723186389e+02,5.283525982676511630e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,7.000000000000000000e+00,4.894673282723186389e+02,7.417796209128610790e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,8.000000000000000000e+00,4.894673282723186389e+02,9.410735062220420688e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,9.000000000000000000e+00,4.894673282723186389e+02,1.110587956973266788e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,1.000000000000000000e+01,4.894673282723186389e+02,1.241928625369874761e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,1.100000000000000000e+01,4.894673282723186389e+02,1.333071693294135481e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,5.000000000000000000e+00,5.170722107492714485e+02,2.652514911364316475e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,6.000000000000000000e+00,5.170722107492714485e+02,4.460490099907663651e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,7.000000000000000000e+00,5.170722107492714485e+02,6.450702256875830702e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,8.000000000000000000e+00,5.170722107492714485e+02,8.402184452764550224e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,9.000000000000000000e+00,5.170722107492714485e+02,1.015549424628433399e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,1.000000000000000000e+01,5.170722107492714485e+02,1.161015664942116104e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,1.100000000000000000e+01,5.170722107492714485e+02,1.271863736423277855e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,5.000000000000000000e+00,5.170722107492714485e+02,2.938179549497525673e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,6.000000000000000000e+00,5.170722107492714485e+02,4.862282424233929254e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,7.000000000000000000e+00,5.170722107492714485e+02,6.928737069651616737e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,8.000000000000000000e+00,5.170722107492714485e+02,8.907119166370343417e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,9.000000000000000000e+00,5.170722107492714485e+02,1.063852452490967512e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,1.000000000000000000e+01,5.170722107492714485e+02,1.202938746009577624e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,1.100000000000000000e+01,5.170722107492714485e+02,1.304456846861263551e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,5.000000000000000000e+00,5.170722107492714485e+02,3.245544197800020687e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,6.000000000000000000e+00,5.170722107492714485e+02,5.283525982676511630e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,7.000000000000000000e+00,5.170722107492714485e+02,7.417796209128610790e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,8.000000000000000000e+00,5.170722107492714485e+02,9.410735062220420688e+06
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,9.000000000000000000e+00,5.170722107492714485e+02,1.110587956973266788e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,1.000000000000000000e+01,5.170722107492714485e+02,1.241928625369874761e+07
3.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,1.100000000000000000e+01,5.170722107492714485e+02,1.333071693294135481e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,5.000000000000000000e+00,3.954721828594142039e+02,2.611033198228074238e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,6.000000000000000000e+00,3.954721828594142039e+02,4.519309849717675708e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,7.000000000000000000e+00,3.954721828594142039e+02,6.754840725075704046e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,8.000000000000000000e+00,3.954721828594142039e+02,9.086325516660047695e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,9.000000000000000000e+00,3.954721828594142039e+02,1.129652915796370432e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,1.000000000000000000e+01,3.954721828594142039e+02,1.321754585435574874e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,1.100000000000000000e+01,3.954721828594142039e+02,1.474929680603367649e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e+00,3.954721828594142039e+02,2.905265668200522196e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,6.000000000000000000e+00,3.954721828594142039e+02,4.958979004856227897e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,7.000000000000000000e+00,3.954721828594142039e+02,7.313318077055313624e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,8.000000000000000000e+00,3.954721828594142039e+02,9.711640204901112244e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,9.000000000000000000e+00,3.954721828594142039e+02,1.192503952979673445e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,1.000000000000000000e+01,3.954721828594142039e+02,1.378845285710145906e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,1.100000000000000000e+01,3.954721828594142039e+02,1.521652368180285767e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,5.000000000000000000e+00,3.954721828594142039e+02,3.224774413895868231e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,6.000000000000000000e+00,3.954721828594142039e+02,5.426243479488679208e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,7.000000000000000000e+00,3.954721828594142039e+02,7.893210317237956449e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,8.000000000000000000e+00,3.954721828594142039e+02,1.034430197831188515e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,9.000000000000000000e+00,3.954721828594142039e+02,1.254178355678156205e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,1.000000000000000000e+01,3.954721828594142039e+02,1.432810598255395703e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,1.100000000000000000e+01,3.954721828594142039e+02,1.563681319147700071e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,5.000000000000000000e+00,4.062806296729568203e+02,2.611033198228074238e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,6.000000000000000000e+00,4.062806296729568203e+02,4.519309849717675708e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,7.000000000000000000e+00,4.062806296729568203e+02,6.754840725075704046e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,8.000000000000000000e+00,4.062806296729568203e+02,9.086325516660047695e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,9.000000000000000000e+00,4.062806296729568203e+02,1.129652915796370432e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,1.000000000000000000e+01,4.062806296729568203e+02,1.321754585435574874e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,1.100000000000000000e+01,4.062806296729568203e+02,1.474929680603367649e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,5.000000000000000000e+00,4.062806296729568203e+02,2.905265668200522196e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,6.000000000000000000e+00,4.062806296729568203e+02,4.958979004856227897e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,7.000000000000000000e+00,4.062806296729568203e+02,7.313318077055313624e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,8.000000000000000000e+00,4.062806296729568203e+02,9.711640204901112244e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,9.000000000000000000e+00,4.062806296729568203e+02,1.192503952979673445e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,1.000000000000000000e+01,4.062806296729568203e+02,1.378845285710145906e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,1.100000000000000000e+01,4.062806296729568203e+02,1.521652368180285767e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,5.000000000000000000e+00,4.062806296729568203e+02,3.224774413895868231e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,6.000000000000000000e+00,4.062806296729568203e+02,5.426243479488679208e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,7.000000000000000000e+00,4.062806296729568203e+02,7.893210317237956449e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,8.000000000000000000e+00,4.062806296729568203e+02,1.034430197831188515e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,9.000000000000000000e+00,4.062806296729568203e+02,1.254178355678156205e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,1.000000000000000000e+01,4.062806296729568203e+02,1.432810598255395703e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,3.000000000000000444e-01,1.100000000000000000e+01,4.062806296729568203e+02,1.563681319147700071e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,5.000000000000000000e+00,4.214681469229503818e+02,2.611033198228074238e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,6.000000000000000000e+00,4.214681469229503818e+02,4.519309849717675708e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,7.000000000000000000e+00,4.214681469229503818e+02,6.754840725075704046e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,8.000000000000000000e+00,4.214681469229503818e+02,9.086325516660047695e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,9.000000000000000000e+00,4.214681469229503818e+02,1.129652915796370432e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,1.000000000000000000e+01,4.214681469229503818e+02,1.321754585435574874e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,1.000000000000000056e-01,1.100000000000000000e+01,4.214681469229503818e+02,1.474929680603367649e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,5.000000000000000000e+00,4.214681469229503818e+02,2.905265668200522196e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,6.000000000000000000e+00,4.214681469229503818e+02,4.958979004856227897e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,7.000000000000000000e+00,4.214681469229503818e+02,7.313318077055313624e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,8.000000000000000000e+00,4.214681469229503818e+02,9.711640204901112244e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,9.000000000000000000e+00,4.214681469229503818e+02,1.192503952979673445e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,1.000000000000000000e+01,4.214681469229503818e+02,1.378845285710145906e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,2.000000000000000111e-01,1.100000000000000000e+01,4.214681469229503818e+02,1.521652368180285767e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,5.000000000000000000e+00,4.214681469229503818e+02,3.224774413895868231e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,6.000000000000000000e+00,4.214681469229503818e+02,5.426243479488679208e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,7.000000000000000000e+00,4.214681469229503818e+02,7.893210317237956449e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,8.000000000000000000e+00,4.214681469229503818e+02,1.034430197831188515e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,9.000000000000000000e+00,4.214681469229503818e+02,1.254178355678156205e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,1.000000000000000000e+01,4.214681469229503818e+02,1.432810598255395703e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.300000000000000266e+00,3.000000000000000444e-01,1.100000000000000000e+01,4.214681469229503818e+02,1.563681319147700071e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,5.000000000000000000e+00,4.428683515245560898e+02,2.611033198228074238e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,6.000000000000000000e+00,4.428683515245560898e+02,4.519309849717675708e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,7.000000000000000000e+00,4.428683515245560898e+02,6.754840725075704046e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,8.000000000000000000e+00,4.428683515245560898e+02,9.086325516660047695e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,9.000000000000000000e+00,4.428683515245560898e+02,1.129652915796370432e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,1.000000000000000000e+01,4.428683515245560898e+02,1.321754585435574874e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,1.000000000000000056e-01,1.100000000000000000e+01,4.428683515245560898e+02,1.474929680603367649e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,5.000000000000000000e+00,4.428683515245560898e+02,2.905265668200522196e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,6.000000000000000000e+00,4.428683515245560898e+02,4.958979004856227897e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,7.000000000000000000e+00,4.428683515245560898e+02,7.313318077055313624e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,8.000000000000000000e+00,4.428683515245560898e+02,9.711640204901112244e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,9.000000000000000000e+00,4.428683515245560898e+02,1.192503952979673445e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,1.000000000000000000e+01,4.428683515245560898e+02,1.378845285710145906e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,2.000000000000000111e-01,1.100000000000000000e+01,4.428683515245560898e+02,1.521652368180285767e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,5.000000000000000000e+00,4.428683515245560898e+02,3.224774413895868231e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,6.000000000000000000e+00,4.428683515245560898e+02,5.426243479488679208e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,7.000000000000000000e+00,4.428683515245560898e+02,7.893210317237956449e+06
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,8.000000000000000000e+00,4.428683515245560898e+02,1.034430197831188515e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,9.000000000000000000e+00,4.428683515245560898e+02,1.254178355678156205e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,1.000000000000000000e+01,4.428683515245560898e+02,1.432810598255395703e+07
4.000000000000000000e+03,8.000000000000000000e+01,2.400000000000000355e+00,3.000000000000000444e-01,1.100000000000000000e+01,4.428683515245560898e+02,1.563681319147700071e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,5.000000000000000000e+00,3.581469083941681788e+02,2.552572463099596091e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,6.000000000000000000e+00,3.581469083941681788e+02,4.492258150774623267e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,7.000000000000000000e+00,3.581469083941681788e+02,6.842889180638094433e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,8.000000000000000000e+00,3.581469083941681788e+02,9.398007948478760198e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,9.000000000000000000e+00,3.581469083941681788e+02,1.192143143407648988e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,1.000000000000000000e+01,3.581469083941681788e+02,1.419842441384735331e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,1.000000000000000056e-01,1.100000000000000000e+01,3.581469083941681788e+02,1.608052767650470510e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e+00,3.581469083941681788e+02,2.848277096042784862e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,6.000000000000000000e+00,3.581469083941681788e+02,4.947328424920065328e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,7.000000000000000000e+00,3.581469083941681788e+02,7.445054819931019098e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,8.000000000000000000e+00,3.581469083941681788e+02,1.010186913047654741e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,9.000000000000000000e+00,3.581469083941681788e+02,1.265743502784335054e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,1.000000000000000000e+01,3.581469083941681788e+02,1.489195445078990236e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,2.000000000000000111e-01,1.100000000000000000e+01,3.581469083941681788e+02,1.667052411454655603e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,5.000000000000000000e+00,3.581469083941681788e+02,3.170672634421970695e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,6.000000000000000000e+00,3.581469083941681788e+02,5.434719296520899050e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,7.000000000000000000e+00,3.581469083941681788e+02,8.076867757440355606e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,8.000000000000000000e+00,3.581469083941681788e+02,1.082205183423120342e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,9.000000000000000000e+00,3.581469083941681788e+02,1.338797771166167967e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,1.000000000000000000e+01,3.581469083941681788e+02,1.555586690248557180e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.100000000000000089e+00,3.000000000000000444e-01,1.100000000000000000e+01,3.581469083941681788e+02,1.721032962867984921e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,5.000000000000000000e+00,3.671093773516502665e+02,2.552572463099596091e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,6.000000000000000000e+00,3.671093773516502665e+02,4.492258150774623267e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,7.000000000000000000e+00,3.671093773516502665e+02,6.842889180638094433e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,8.000000000000000000e+00,3.671093773516502665e+02,9.398007948478760198e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,9.000000000000000000e+00,3.671093773516502665e+02,1.192143143407648988e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,1.000000000000000000e+01,3.671093773516502665e+02,1.419842441384735331e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,1.000000000000000056e-01,1.100000000000000000e+01,3.671093773516502665e+02,1.608052767650470510e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,5.000000000000000000e+00,3.671093773516502665e+02,2.848277096042784862e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,6.000000000000000000e+00,3.671093773516502665e+02,4.947328424920065328e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,7.000000000000000000e+00,3.671093773516502665e+02,7.445054819931019098e+06
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,8.000000000000000000e+00,3.671093773516502665e+02,1.010186913047654741e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,9.000000000000000000e+00,3.671093773516502665e+02,1.265743502784335054e+07
5.000000000000000000e+03,8.000000000000000000e+01,2.200000000000000178e+00,2.000000000000000111e-01,1.000000000000000000e+01,3.671093773516502665e+02,1.489195445078990236e+07
